key,value
exported_at,2026-05-29T15:29:46.133Z
v0,100.000000
energy_setting,96.000000
gamma_internal,1.000000
gamma_displayed,0.000000
instrument_sigma,5.000000
energy_units,hbar^2 / (2 m L^2)
position_units,L (box length)
n_position_bins,120.000000
x_plot_min,-0.300000
x_plot_max,1.300000
n_energy_bins,100.000000
energy_axis_max,130.000000
classical_measurements,10000.000000
classical_mean_x,0.501515
classical_mean_E,96.052654
quantum_position_measurements,10000.000000
quantum_energy_measurements,10000.000000
quantum_ionisation_events,0.000000
quantum_outside_box_events,3959.000000
quantum_mean_x,0.503469
quantum_mean_E,96.276785

eigenstate_n,parity,energy_E_n,k,kappa
energy,classical,5,7.150000,0.000000
energy,quantum,5,7.150000,0.000000
energy,classical,6,8.450000,0.000000
energy,quantum,6,8.450000,0.000000
energy,classical,7,9.750000,0.000000
energy,quantum,7,9.750000,0.000000
energy,classical,8,11.050000,0.000000
energy,quantum,8,11.050000,0.000000
energy,classical,9,12.350000,0.000000
energy,quantum,9,12.350000,0.000000
energy,classical,10,13.650000,0.000000
energy,quantum,10,13.650000,0.000000
energy,classical,11,14.950000,0.000000
energy,quantum,11,14.950000,0.000000
energy,classical,12,16.250000,0.000000
energy,quantum,12,16.250000,0.000000
energy,classical,13,17.550000,0.000000
energy,quantum,13,17.550000,0.000000
energy,classical,14,18.850000,0.000000
energy,quantum,14,18.850000,0.000000
energy,classical,15,20.150000,0.000000
energy,quantum,15,20.150000,0.000000
energy,classical,16,21.450000,0.000000
energy,quantum,16,21.450000,0.000000
energy,classical,17,22.750000,0.000000
energy,quantum,17,22.750000,0.000000
energy,classical,18,24.050000,0.000000
energy,quantum,18,24.050000,0.000000
energy,classical,19,25.350000,0.000000
energy,quantum,19,25.350000,0.000000
energy,classical,20,26.650000,0.000000
energy,quantum,20,26.650000,0.000000
energy,classical,21,27.950000,0.000000
energy,quantum,21,27.950000,0.000000
energy,classical,22,29.250000,0.000000
energy,quantum,22,29.250000,0.000000
energy,classical,23,30.550000,0.000000
energy,quantum,23,30.550000,0.000000
energy,classical,24,31.850000,0.000000
energy,quantum,24,31.850000,0.000000
energy,classical,25,33.150000,0.000000
energy,quantum,25,33.150000,0.000000
energy,classical,26,34.450000,0.000000
energy,quantum,26,34.450000,0.000000
energy,classical,27,35.750000,0.000000
energy,quantum,27,35.750000,0.000000
energy,classical,28,37.050000,0.000000
energy,quantum,28,37.050000,0.000000
energy,classical,29,38.350000,0.000000
energy,quantum,29,38.350000,0.000000
energy,classical,30,39.650000,0.000000
energy,quantum,30,39.650000,0.000000
energy,classical,31,40.950000,0.000000
energy,quantum,31,40.950000,0.000000
energy,classical,32,42.250000,0.000000
energy,quantum,32,42.250000,0.000000
energy,classical,33,43.550000,0.000000
energy,quantum,33,43.550000,0.000000
energy,classical,34,44.850000,0.000000
energy,quantum,34,44.850000,0.000000
energy,classical,35,46.150000,0.000000
energy,quantum,35,46.150000,0.000000
energy,classical,36,47.450000,0.000000
energy,quantum,36,47.450000,0.000000
energy,classical,37,48.750000,0.000000
energy,quantum,37,48.750000,0.000000
energy,classical,38,50.050000,0.000000
energy,quantum,38,50.050000,0.000000
energy,classical,39,51.350000,0.000000
energy,quantum,39,51.350000,0.000000
energy,classical,40,52.650000,0.000000
energy,quantum,40,52.650000,0.000000
energy,classical,41,53.950000,0.000000
energy,quantum,41,53.950000,0.000000
energy,classical,42,55.250000,0.000000
energy,quantum,42,55.250000,0.000000
energy,classical,43,56.550000,0.000000
energy,quantum,43,56.550000,0.000000
energy,classical,44,57.850000,0.000000
energy,quantum,44,57.850000,0.000000
energy,classical,45,59.150000,0.000000
energy,quantum,45,59.150000,0.000000
energy,classical,46,60.450000,0.000000
energy,quantum,46,60.450000,0.000000
energy,classical,47,61.750000,0.000000
energy,quantum,47,61.750000,0.000000
energy,classical,48,63.050000,0.000000
energy,quantum,48,63.050000,0.000000
energy,classical,49,64.350000,0.000000
energy,quantum,49,64.350000,0.000000
energy,classical,50,65.650000,0.000000
energy,quantum,50,65.650000,0.000000
energy,classical,51,66.950000,0.000000
energy,quantum,51,66.950000,0.000000
energy,classical,52,68.250000,0.000000
energy,quantum,52,68.250000,0.000000
energy,classical,53,69.550000,0.000000
energy,quantum,53,69.550000,0.000000
energy,classical,54,70.850000,0.000000
energy,quantum,54,70.850000,0.000000
energy,classical,55,72.150000,0.000000
energy,quantum,55,72.150000,0.000000
energy,classical,56,73.450000,0.000000
energy,quantum,56,73.450000,0.000000
energy,classical,57,74.750000,0.000000
energy,quantum,57,74.750000,0.000000
energy,classical,58,76.050000,0.000000
energy,quantum,58,76.050000,0.000000
energy,classical,59,77.350000,0.000000
energy,quantum,59,77.350000,0.000000
energy,classical,60,78.650000,0.000077
energy,quantum,60,78.650000,0.000077
energy,classical,61,79.950000,0.000385
energy,quantum,61,79.950000,0.000462
energy,classical,62,81.250000,0.000923
energy,quantum,62,81.250000,0.000769
energy,classical,63,82.550000,0.002308
energy,quantum,63,82.550000,0.002308
energy,classical,64,83.850000,0.004154
energy,quantum,64,83.850000,0.003615
energy,classical,65,85.150000,0.006769
energy,quantum,65,85.150000,0.007077
energy,classical,66,86.450000,0.011692
energy,quantum,66,86.450000,0.009077
energy,classical,67,87.750000,0.020308
energy,quantum,67,87.750000,0.019077
energy,classical,68,89.050000,0.033000
energy,quantum,68,89.050000,0.029692
energy,classical,69,90.350000,0.041538
energy,quantum,69,90.350000,0.035923
energy,classical,70,91.650000,0.050692
energy,quantum,70,91.650000,0.051308
energy,classical,71,92.950000,0.070000
energy,quantum,71,92.950000,0.066154
energy,classical,72,94.250000,0.072231
energy,quantum,72,94.250000,0.074692
energy,classical,73,95.550000,0.079769
energy,quantum,73,95.550000,0.078154
energy,classical,74,96.850000,0.077385
energy,quantum,74,96.850000,0.084154
energy,classical,75,98.150000,0.073846
energy,quantum,75,98.150000,0.074154
energy,classical,76,99.450000,0.062769
energy,quantum,76,99.450000,0.065308
energy,classical,77,100.750000,0.051769
energy,quantum,77,100.750000,0.053231
energy,classical,78,102.050000,0.039231
energy,quantum,78,102.050000,0.040923
energy,classical,79,103.350000,0.027923
energy,quantum,79,103.350000,0.026538
energy,classical,80,104.650000,0.018462
energy,quantum,80,104.650000,0.019154
energy,classical,81,105.950000,0.011923
energy,quantum,81,105.950000,0.011538
energy,classical,82,107.250000,0.005846
energy,quantum,82,107.250000,0.006769
energy,classical,83,108.550000,0.003538
energy,quantum,83,108.550000,0.004154
energy,classical,84,109.850000,0.001615
energy,quantum,84,109.850000,0.003077
energy,classical,85,111.150000,0.000538
energy,quantum,85,111.150000,0.000692
energy,classical,86,112.450000,0.000462
energy,quantum,86,112.450000,0.000769
energy,classical,87,113.750000,0.000000
energy,quantum,87,113.750000,0.000385
energy,classical,88,115.050000,0.000077
energy,quantum,88,115.050000,0.000000
energy,classical,89,116.350000,0.000000
energy,quantum,89,116.350000,0.000000
energy,classical,90,117.650000,0.000000
energy,quantum,90,117.650000,0.000000
energy,classical,91,118.950000,0.000000
energy,quantum,91,118.950000,0.000000
energy,classical,92,120.250000,0.000000
energy,quantum,92,120.250000,0.000000
energy,classical,93,121.550000,0.000000
energy,quantum,93,121.550000,0.000000
energy,classical,94,122.850000,0.000000
energy,quantum,94,122.850000,0.000000
energy,classical,95,124.150000,0.000000
energy,quantum,95,124.150000,0.000000
energy,classical,96,125.450000,0.000000
energy,quantum,96,125.450000,0.000000
energy,classical,97,126.750000,0.000000
energy,quantum,97,126.750000,0.000000
energy,classical,98,128.050000,0.000000
energy,quantum,98,128.050000,0.000000
energy,classical,99,129.350000,0.000000
energy,quantum,99,129.350000,0.000000
